Ordrenr;Dato;Kundenr;Kundenavn;Kunderef;Valuta;Kundeordreref;Sum eksl. mva;Linjenr;Firma;Lager;Vare;Varenavn;Antall;Enhet;Netpris;Linjesum;Ordreverdi Totalt;Status;Henv1;Henv2;Henv3;Henv4;Henv5;Varegruppe
880024;12.02.2026;K770002;Storkunde K770002;REF-124;NOK;PO-880024;1120,00;5;F10;Hovedlager;V660024;Vare V660024;5;STK;224,00;1120,00;1120,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880025;12.02.2026;K770002;Storkunde K770002;REF-125;NOK;PO-880025;1350,00;1;F10;Hovedlager;V660025;Vare V660025;6;STK;225,00;1350,00;1350,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880025;12.02.2026;K770002;Storkunde K770002;REF-126;NOK;PO-880025;1582,00;2;F10;Hovedlager;V660026;Vare V660026;7;STK;226,00;1582,00;1582,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880025;12.02.2026;K770002;Storkunde K770002;REF-127;NOK;PO-880025;1816,00;3;F10;Hovedlager;V660027;Vare V660027;8;STK;227,00;1816,00;1816,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880025;12.02.2026;K770002;Storkunde K770002;REF-128;NOK;PO-880025;2052,00;4;F10;Hovedlager;V660028;Vare V660028;9;STK;228,00;2052,00;2052,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880025;12.02.2026;K770002;Storkunde K770002;REF-129;NOK;PO-880025;2290,00;5;F10;Hovedlager;V660029;Vare V660029;10;STK;229,00;2290,00;2290,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880026;12.02.2026;K770002;Storkunde K770002;REF-130;NOK;PO-880026;230,00;1;F10;Hovedlager;V660030;Vare V660030;1;STK;230,00;230,00;230,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880026;12.02.2026;K770002;Storkunde K770002;REF-131;NOK;PO-880026;462,00;2;F10;Hovedlager;V660031;Vare V660031;2;STK;231,00;462,00;462,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880026;12.02.2026;K770002;Storkunde K770002;REF-132;NOK;PO-880026;696,00;3;F10;Hovedlager;V660032;Vare V660032;3;STK;232,00;696,00;696,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880026;12.02.2026;K770002;Storkunde K770002;REF-133;NOK;PO-880026;932,00;4;F10;Hovedlager;V660033;Vare V660033;4;STK;233,00;932,00;932,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880026;12.02.2026;K770002;Storkunde K770002;REF-134;NOK;PO-880026;1170,00;5;F10;Hovedlager;V660034;Vare V660034;5;STK;234,00;1170,00;1170,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880027;12.02.2026;K770002;Storkunde K770002;REF-135;NOK;PO-880027;1410,00;1;F10;Hovedlager;V660035;Vare V660035;6;STK;235,00;1410,00;1410,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880027;12.02.2026;K770002;Storkunde K770002;REF-136;NOK;PO-880027;1652,00;2;F10;Hovedlager;V660036;Vare V660036;7;STK;236,00;1652,00;1652,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880027;12.02.2026;K770002;Storkunde K770002;REF-137;NOK;PO-880027;1896,00;3;F10;Hovedlager;V660037;Vare V660037;8;STK;237,00;1896,00;1896,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880027;12.02.2026;K770002;Storkunde K770002;REF-138;NOK;PO-880027;2142,00;4;F10;Hovedlager;V660038;Vare V660038;9;STK;238,00;2142,00;2142,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880027;12.02.2026;K770002;Storkunde K770002;REF-139;NOK;PO-880027;2390,00;5;F10;Hovedlager;V660039;Vare V660039;10;STK;239,00;2390,00;2390,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880028;12.02.2026;K770002;Storkunde K770002;REF-140;NOK;PO-880028;240,00;1;F10;Hovedlager;V660040;Vare V660040;1;STK;240,00;240,00;240,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880028;12.02.2026;K770002;Storkunde K770002;REF-141;NOK;PO-880028;482,00;2;F10;Hovedlager;V660041;Vare V660041;2;STK;241,00;482,00;482,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880028;12.02.2026;K770002;Storkunde K770002;REF-142;NOK;PO-880028;726,00;3;F10;Hovedlager;V660042;Vare V660042;3;STK;242,00;726,00;726,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880028;12.02.2026;K770002;Storkunde K770002;REF-143;NOK;PO-880028;972,00;4;F10;Hovedlager;V660043;Vare V660043;4;STK;243,00;972,00;972,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880028;12.02.2026;K770002;Storkunde K770002;REF-144;NOK;PO-880028;1220,00;5;F10;Hovedlager;V660044;Vare V660044;5;STK;244,00;1220,00;1220,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880029;12.02.2026;K770002;Storkunde K770002;REF-145;NOK;PO-880029;1470,00;1;F10;Hovedlager;V660045;Vare V660045;6;STK;245,00;1470,00;1470,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880029;12.02.2026;K770002;Storkunde K770002;REF-146;NOK;PO-880029;1722,00;2;F10;Hovedlager;V660046;Vare V660046;7;STK;246,00;1722,00;1722,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880029;12.02.2026;K770002;Storkunde K770002;REF-147;NOK;PO-880029;1976,00;3;F10;Hovedlager;V660047;Vare V660047;8;STK;247,00;1976,00;1976,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880029;12.02.2026;K770002;Storkunde K770002;REF-148;NOK;PO-880029;2232,00;4;F10;Hovedlager;V660048;Vare V660048;9;STK;248,00;2232,00;2232,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880029;12.02.2026;K770002;Storkunde K770002;REF-149;NOK;PO-880029;2490,00;5;F10;Hovedlager;V660049;Vare V660049;10;STK;249,00;2490,00;2490,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880030;12.02.2026;K770003;Storkunde K770003;REF-150;NOK;PO-880030;250,00;1;F10;Hovedlager;V660050;Vare V660050;1;STK;250,00;250,00;250,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880030;12.02.2026;K770003;Storkunde K770003;REF-151;NOK;PO-880030;502,00;2;F10;Hovedlager;V660051;Vare V660051;2;STK;251,00;502,00;502,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880030;12.02.2026;K770003;Storkunde K770003;REF-152;NOK;PO-880030;756,00;3;F10;Hovedlager;V660052;Vare V660052;3;STK;252,00;756,00;756,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880030;12.02.2026;K770003;Storkunde K770003;REF-153;NOK;PO-880030;1012,00;4;F10;Hovedlager;V660053;Vare V660053;4;STK;253,00;1012,00;1012,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880030;12.02.2026;K770003;Storkunde K770003;REF-154;NOK;PO-880030;1270,00;5;F10;Hovedlager;V660054;Vare V660054;5;STK;254,00;1270,00;1270,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880031;12.02.2026;K770003;Storkunde K770003;REF-155;NOK;PO-880031;1530,00;1;F10;Hovedlager;V660055;Vare V660055;6;STK;255,00;1530,00;1530,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880031;12.02.2026;K770003;Storkunde K770003;REF-156;NOK;PO-880031;1792,00;2;F10;Hovedlager;V660056;Vare V660056;7;STK;256,00;1792,00;1792,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880031;12.02.2026;K770003;Storkunde K770003;REF-157;NOK;PO-880031;2056,00;3;F10;Hovedlager;V660057;Vare V660057;8;STK;257,00;2056,00;2056,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880031;12.02.2026;K770003;Storkunde K770003;REF-158;NOK;PO-880031;2322,00;4;F10;Hovedlager;V660058;Vare V660058;9;STK;258,00;2322,00;2322,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880031;12.02.2026;K770003;Storkunde K770003;REF-159;NOK;PO-880031;2590,00;5;F10;Hovedlager;V660059;Vare V660059;10;STK;259,00;2590,00;2590,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880032;12.02.2026;K770003;Storkunde K770003;REF-160;NOK;PO-880032;260,00;1;F10;Hovedlager;V660060;Vare V660060;1;STK;260,00;260,00;260,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880032;12.02.2026;K770003;Storkunde K770003;REF-161;NOK;PO-880032;522,00;2;F10;Hovedlager;V660061;Vare V660061;2;STK;261,00;522,00;522,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880032;12.02.2026;K770003;Storkunde K770003;REF-162;NOK;PO-880032;786,00;3;F10;Hovedlager;V660062;Vare V660062;3;STK;262,00;786,00;786,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880032;12.02.2026;K770003;Storkunde K770003;REF-163;NOK;PO-880032;1052,00;4;F10;Hovedlager;V660063;Vare V660063;4;STK;263,00;1052,00;1052,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880032;12.02.2026;K770003;Storkunde K770003;REF-164;NOK;PO-880032;1320,00;5;F10;Hovedlager;V660064;Vare V660064;5;STK;264,00;1320,00;1320,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880033;12.02.2026;K770003;Storkunde K770003;REF-165;NOK;PO-880033;1590,00;1;F10;Hovedlager;V660065;Vare V660065;6;STK;265,00;1590,00;1590,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880033;12.02.2026;K770003;Storkunde K770003;REF-166;NOK;PO-880033;1862,00;2;F10;Hovedlager;V660066;Vare V660066;7;STK;266,00;1862,00;1862,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880033;12.02.2026;K770003;Storkunde K770003;REF-167;NOK;PO-880033;2136,00;3;F10;Hovedlager;V660067;Vare V660067;8;STK;267,00;2136,00;2136,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880033;12.02.2026;K770003;Storkunde K770003;REF-168;NOK;PO-880033;2412,00;4;F10;Hovedlager;V660068;Vare V660068;9;STK;268,00;2412,00;2412,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880033;12.02.2026;K770003;Storkunde K770003;REF-169;NOK;PO-880033;2690,00;5;F10;Hovedlager;V660069;Vare V660069;10;STK;269,00;2690,00;2690,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880034;12.02.2026;K770003;Storkunde K770003;REF-170;NOK;PO-880034;270,00;1;F10;Hovedlager;V660070;Vare V660070;1;STK;270,00;270,00;270,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880034;12.02.2026;K770003;Storkunde K770003;REF-171;NOK;PO-880034;542,00;2;F10;Hovedlager;V660071;Vare V660071;2;STK;271,00;542,00;542,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880034;12.02.2026;K770003;Storkunde K770003;REF-172;NOK;PO-880034;816,00;3;F10;Hovedlager;V660072;Vare V660072;3;STK;272,00;816,00;816,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880034;12.02.2026;K770003;Storkunde K770003;REF-173;NOK;PO-880034;1092,00;4;F10;Hovedlager;V660073;Vare V660073;4;STK;273,00;1092,00;1092,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880034;12.02.2026;K770003;Storkunde K770003;REF-174;NOK;PO-880034;1370,00;5;F10;Hovedlager;V660074;Vare V660074;5;STK;274,00;1370,00;1370,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880035;12.02.2026;K770003;Storkunde K770003;REF-175;NOK;PO-880035;1650,00;1;F10;Hovedlager;V660075;Vare V660075;6;STK;275,00;1650,00;1650,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880035;12.02.2026;K770003;Storkunde K770003;REF-176;NOK;PO-880035;1932,00;2;F10;Hovedlager;V660076;Vare V660076;7;STK;276,00;1932,00;1932,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880035;12.02.2026;K770003;Storkunde K770003;REF-177;NOK;PO-880035;2216,00;3;F10;Hovedlager;V660077;Vare V660077;8;STK;277,00;2216,00;2216,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880035;12.02.2026;K770003;Storkunde K770003;REF-178;NOK;PO-880035;2502,00;4;F10;Hovedlager;V660078;Vare V660078;9;STK;278,00;2502,00;2502,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880035;12.02.2026;K770003;Storkunde K770003;REF-179;NOK;PO-880035;2790,00;5;F10;Hovedlager;V660079;Vare V660079;10;STK;279,00;2790,00;2790,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880036;12.02.2026;K770003;Storkunde K770003;REF-180;NOK;PO-880036;280,00;1;F10;Hovedlager;V660080;Vare V660080;1;STK;280,00;280,00;280,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880036;12.02.2026;K770003;Storkunde K770003;REF-181;NOK;PO-880036;562,00;2;F10;Hovedlager;V660081;Vare V660081;2;STK;281,00;562,00;562,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880036;12.02.2026;K770003;Storkunde K770003;REF-182;NOK;PO-880036;846,00;3;F10;Hovedlager;V660082;Vare V660082;3;STK;282,00;846,00;846,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880036;12.02.2026;K770003;Storkunde K770003;REF-183;NOK;PO-880036;1132,00;4;F10;Hovedlager;V660083;Vare V660083;4;STK;283,00;1132,00;1132,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880036;12.02.2026;K770003;Storkunde K770003;REF-184;NOK;PO-880036;1420,00;5;F10;Hovedlager;V660084;Vare V660084;5;STK;284,00;1420,00;1420,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880037;12.02.2026;K770003;Storkunde K770003;REF-185;NOK;PO-880037;1710,00;1;F10;Hovedlager;V660085;Vare V660085;6;STK;285,00;1710,00;1710,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880037;12.02.2026;K770003;Storkunde K770003;REF-186;NOK;PO-880037;2002,00;2;F10;Hovedlager;V660086;Vare V660086;7;STK;286,00;2002,00;2002,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880037;12.02.2026;K770003;Storkunde K770003;REF-187;NOK;PO-880037;2296,00;3;F10;Hovedlager;V660087;Vare V660087;8;STK;287,00;2296,00;2296,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880037;12.02.2026;K770003;Storkunde K770003;REF-188;NOK;PO-880037;2592,00;4;F10;Hovedlager;V660088;Vare V660088;9;STK;288,00;2592,00;2592,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880037;12.02.2026;K770003;Storkunde K770003;REF-189;NOK;PO-880037;2890,00;5;F10;Hovedlager;V660089;Vare V660089;10;STK;289,00;2890,00;2890,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880038;12.02.2026;K770003;Storkunde K770003;REF-190;NOK;PO-880038;290,00;1;F10;Hovedlager;V660090;Vare V660090;1;STK;290,00;290,00;290,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880038;12.02.2026;K770003;Storkunde K770003;REF-191;NOK;PO-880038;582,00;2;F10;Hovedlager;V660091;Vare V660091;2;STK;291,00;582,00;582,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880038;12.02.2026;K770003;Storkunde K770003;REF-192;NOK;PO-880038;876,00;3;F10;Hovedlager;V660092;Vare V660092;3;STK;292,00;876,00;876,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880038;12.02.2026;K770003;Storkunde K770003;REF-193;NOK;PO-880038;1172,00;4;F10;Hovedlager;V660093;Vare V660093;4;STK;293,00;1172,00;1172,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880038;12.02.2026;K770003;Storkunde K770003;REF-194;NOK;PO-880038;1470,00;5;F10;Hovedlager;V660094;Vare V660094;5;STK;294,00;1470,00;1470,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880039;12.02.2026;K770003;Storkunde K770003;REF-195;NOK;PO-880039;1770,00;1;F10;Hovedlager;V660095;Vare V660095;6;STK;295,00;1770,00;1770,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880039;12.02.2026;K770003;Storkunde K770003;REF-196;NOK;PO-880039;2072,00;2;F10;Hovedlager;V660096;Vare V660096;7;STK;296,00;2072,00;2072,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880039;12.02.2026;K770003;Storkunde K770003;REF-197;NOK;PO-880039;2376,00;3;F10;Hovedlager;V660097;Vare V660097;8;STK;297,00;2376,00;2376,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880039;12.02.2026;K770003;Storkunde K770003;REF-198;NOK;PO-880039;2682,00;4;F10;Hovedlager;V660098;Vare V660098;9;STK;298,00;2682,00;2682,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880039;12.02.2026;K770003;Storkunde K770003;REF-199;NOK;PO-880039;2990,00;5;F10;Hovedlager;V660099;Vare V660099;10;STK;299,00;2990,00;2990,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880040;12.02.2026;K770004;Storkunde K770004;REF-200;NOK;PO-880040;300,00;1;F10;Hovedlager;V660000;Vare V660000;1;STK;300,00;300,00;300,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880040;12.02.2026;K770004;Storkunde K770004;REF-201;NOK;PO-880040;602,00;2;F10;Hovedlager;V660001;Vare V660001;2;STK;301,00;602,00;602,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880040;12.02.2026;K770004;Storkunde K770004;REF-202;NOK;PO-880040;906,00;3;F10;Hovedlager;V660002;Vare V660002;3;STK;302,00;906,00;906,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880040;12.02.2026;K770004;Storkunde K770004;REF-203;NOK;PO-880040;1212,00;4;F10;Hovedlager;V660003;Vare V660003;4;STK;303,00;1212,00;1212,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880040;12.02.2026;K770004;Storkunde K770004;REF-204;NOK;PO-880040;1520,00;5;F10;Hovedlager;V660004;Vare V660004;5;STK;304,00;1520,00;1520,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880041;12.02.2026;K770004;Storkunde K770004;REF-205;NOK;PO-880041;1830,00;1;F10;Hovedlager;V660005;Vare V660005;6;STK;305,00;1830,00;1830,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880041;12.02.2026;K770004;Storkunde K770004;REF-206;NOK;PO-880041;2142,00;2;F10;Hovedlager;V660006;Vare V660006;7;STK;306,00;2142,00;2142,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880041;12.02.2026;K770004;Storkunde K770004;REF-207;NOK;PO-880041;2456,00;3;F10;Hovedlager;V660007;Vare V660007;8;STK;307,00;2456,00;2456,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880041;12.02.2026;K770004;Storkunde K770004;REF-208;NOK;PO-880041;2772,00;4;F10;Hovedlager;V660008;Vare V660008;9;STK;308,00;2772,00;2772,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880041;12.02.2026;K770004;Storkunde K770004;REF-209;NOK;PO-880041;3090,00;5;F10;Hovedlager;V660009;Vare V660009;10;STK;309,00;3090,00;3090,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880042;12.02.2026;K770004;Storkunde K770004;REF-210;NOK;PO-880042;310,00;1;F10;Hovedlager;V660010;Vare V660010;1;STK;310,00;310,00;310,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880042;12.02.2026;K770004;Storkunde K770004;REF-211;NOK;PO-880042;622,00;2;F10;Hovedlager;V660011;Vare V660011;2;STK;311,00;622,00;622,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880042;12.02.2026;K770004;Storkunde K770004;REF-212;NOK;PO-880042;936,00;3;F10;Hovedlager;V660012;Vare V660012;3;STK;312,00;936,00;936,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880042;12.02.2026;K770004;Storkunde K770004;REF-213;NOK;PO-880042;1252,00;4;F10;Hovedlager;V660013;Vare V660013;4;STK;313,00;1252,00;1252,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880042;12.02.2026;K770004;Storkunde K770004;REF-214;NOK;PO-880042;1570,00;5;F10;Hovedlager;V660014;Vare V660014;5;STK;314,00;1570,00;1570,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880043;12.02.2026;K770004;Storkunde K770004;REF-215;NOK;PO-880043;1890,00;1;F10;Hovedlager;V660015;Vare V660015;6;STK;315,00;1890,00;1890,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880043;12.02.2026;K770004;Storkunde K770004;REF-216;NOK;PO-880043;2212,00;2;F10;Hovedlager;V660016;Vare V660016;7;STK;316,00;2212,00;2212,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880043;12.02.2026;K770004;Storkunde K770004;REF-217;NOK;PO-880043;2536,00;3;F10;Hovedlager;V660017;Vare V660017;8;STK;317,00;2536,00;2536,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880043;12.02.2026;K770004;Storkunde K770004;REF-218;NOK;PO-880043;2862,00;4;F10;Hovedlager;V660018;Vare V660018;9;STK;318,00;2862,00;2862,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880043;12.02.2026;K770004;Storkunde K770004;REF-219;NOK;PO-880043;3190,00;5;F10;Hovedlager;V660019;Vare V660019;10;STK;319,00;3190,00;3190,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880044;12.02.2026;K770004;Storkunde K770004;REF-220;NOK;PO-880044;320,00;1;F10;Hovedlager;V660020;Vare V660020;1;STK;320,00;320,00;320,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880044;12.02.2026;K770004;Storkunde K770004;REF-221;NOK;PO-880044;642,00;2;F10;Hovedlager;V660021;Vare V660021;2;STK;321,00;642,00;642,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880044;12.02.2026;K770004;Storkunde K770004;REF-222;NOK;PO-880044;966,00;3;F10;Hovedlager;V660022;Vare V660022;3;STK;322,00;966,00;966,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880044;12.02.2026;K770004;Storkunde K770004;REF-223;NOK;PO-880044;1292,00;4;F10;Hovedlager;V660023;Vare V660023;4;STK;323,00;1292,00;1292,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880044;12.02.2026;K770004;Storkunde K770004;REF-224;NOK;PO-880044;1620,00;5;F10;Hovedlager;V660024;Vare V660024;5;STK;324,00;1620,00;1620,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880045;12.02.2026;K770004;Storkunde K770004;REF-225;NOK;PO-880045;1950,00;1;F10;Hovedlager;V660025;Vare V660025;6;STK;325,00;1950,00;1950,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880045;12.02.2026;K770004;Storkunde K770004;REF-226;NOK;PO-880045;2282,00;2;F10;Hovedlager;V660026;Vare V660026;7;STK;326,00;2282,00;2282,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880045;12.02.2026;K770004;Storkunde K770004;REF-227;NOK;PO-880045;2616,00;3;F10;Hovedlager;V660027;Vare V660027;8;STK;327,00;2616,00;2616,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880045;12.02.2026;K770004;Storkunde K770004;REF-228;NOK;PO-880045;2952,00;4;F10;Hovedlager;V660028;Vare V660028;9;STK;328,00;2952,00;2952,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880045;12.02.2026;K770004;Storkunde K770004;REF-229;NOK;PO-880045;3290,00;5;F10;Hovedlager;V660029;Vare V660029;10;STK;329,00;3290,00;3290,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880046;12.02.2026;K770004;Storkunde K770004;REF-230;NOK;PO-880046;330,00;1;F10;Hovedlager;V660030;Vare V660030;1;STK;330,00;330,00;330,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880046;12.02.2026;K770004;Storkunde K770004;REF-231;NOK;PO-880046;662,00;2;F10;Hovedlager;V660031;Vare V660031;2;STK;331,00;662,00;662,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880046;12.02.2026;K770004;Storkunde K770004;REF-232;NOK;PO-880046;996,00;3;F10;Hovedlager;V660032;Vare V660032;3;STK;332,00;996,00;996,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880046;12.02.2026;K770004;Storkunde K770004;REF-233;NOK;PO-880046;1332,00;4;F10;Hovedlager;V660033;Vare V660033;4;STK;333,00;1332,00;1332,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880046;12.02.2026;K770004;Storkunde K770004;REF-234;NOK;PO-880046;1670,00;5;F10;Hovedlager;V660034;Vare V660034;5;STK;334,00;1670,00;1670,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880047;12.02.2026;K770004;Storkunde K770004;REF-235;NOK;PO-880047;2010,00;1;F10;Hovedlager;V660035;Vare V660035;6;STK;335,00;2010,00;2010,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880047;12.02.2026;K770004;Storkunde K770004;REF-236;NOK;PO-880047;2352,00;2;F10;Hovedlager;V660036;Vare V660036;7;STK;336,00;2352,00;2352,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880047;12.02.2026;K770004;Storkunde K770004;REF-237;NOK;PO-880047;2696,00;3;F10;Hovedlager;V660037;Vare V660037;8;STK;337,00;2696,00;2696,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880047;12.02.2026;K770004;Storkunde K770004;REF-238;NOK;PO-880047;3042,00;4;F10;Hovedlager;V660038;Vare V660038;9;STK;338,00;3042,00;3042,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880047;12.02.2026;K770004;Storkunde K770004;REF-239;NOK;PO-880047;3390,00;5;F10;Hovedlager;V660039;Vare V660039;10;STK;339,00;3390,00;3390,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880048;12.02.2026;K770004;Storkunde K770004;REF-240;NOK;PO-880048;340,00;1;F10;Hovedlager;V660040;Vare V660040;1;STK;340,00;340,00;340,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880048;12.02.2026;K770004;Storkunde K770004;REF-241;NOK;PO-880048;682,00;2;F10;Hovedlager;V660041;Vare V660041;2;STK;341,00;682,00;682,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880048;12.02.2026;K770004;Storkunde K770004;REF-242;NOK;PO-880048;1026,00;3;F10;Hovedlager;V660042;Vare V660042;3;STK;342,00;1026,00;1026,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880048;12.02.2026;K770004;Storkunde K770004;REF-243;NOK;PO-880048;1372,00;4;F10;Hovedlager;V660043;Vare V660043;4;STK;343,00;1372,00;1372,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880048;12.02.2026;K770004;Storkunde K770004;REF-244;NOK;PO-880048;1720,00;5;F10;Hovedlager;V660044;Vare V660044;5;STK;344,00;1720,00;1720,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880049;12.02.2026;K770004;Storkunde K770004;REF-245;NOK;PO-880049;2070,00;1;F10;Hovedlager;V660045;Vare V660045;6;STK;345,00;2070,00;2070,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
880049;12.02.2026;K770004;Storkunde K770004;REF-246;NOK;PO-880049;2422,00;2;F10;Hovedlager;V660046;Vare V660046;7;STK;346,00;2422,00;2422,00;Aktiv;H1;H2;H3;H4;H5;Testgruppe
